序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
14072,003168,前海开源鼎瑞债券C,2026-05-07,1.0645,1.2305,0.03,0.01,0.27,0.82,1.47,1.9,5.26,8.76,1.3,24.31,1.7887,0.00%
14073,003767,宏利纯利债券A,2026-05-07,1.06,1.3188,0.02,0.0,0.23,0.83,1.44,1.9,5.21,8.42,1.28,36.0,1.7695,0.08%
14074,519785,交银境尚收益债券C,2026-05-07,1.1002,1.2566,0.02,-0.05,0.47,0.97,1.32,1.9,4.19,7.22,1.38,27.94,1.8327,0.00%
14075,005519,银华混改红利灵活配置混合发起式A,2026-05-07,1.1449,1.1449,-0.93,-1.13,-1.1,-4.05,-3.27,1.9,-9.17,-22.62,-2.16,14.49,1.4443,0.15%
14076,006055,鹏扬淳合债券A,2026-05-07,1.0517,1.3187,0.03,0.0,0.23,0.66,0.96,1.9,5.53,10.97,1.01,35.47,1.7526,0.04%
14077,007740,天弘信益债券A,2026-05-07,1.0932,1.2102,0.01,-0.04,0.13,0.7,1.2,1.9,6.48,10.65,1.0,21.97,1.7773,0.08%
14078,008067,圆信永丰丰和A,2026-05-07,1.0759,1.1649,0.01,0.01,0.14,0.63,1.11,1.9,4.36,7.64,0.9,16.63,1.8572,0.04%
14079,016628,广发添财60天持有债券A,2026-05-07,1.1082,1.1082,0.0,0.01,0.14,0.55,0.98,1.9,4.45,9.18,0.75,10.82,1.8566,0.05%
14080,005099,易方达富华纯债A,2026-05-07,1.0223,1.1706,0.01,0.0,0.21,0.77,1.16,1.9,4.78,9.55,1.05,18.3,1.8465,0.08%
14081,020280,中加丰泽纯债债券C,2026-05-07,1.0877,1.1552,0.02,0.0,0.25,0.84,1.2,1.9,5.3,,1.15,7.91,1.7971,0.00%
14082,020547,鹏扬季季鑫90天滚动持有债券E,2026-05-07,1.0928,1.0928,0.01,0.02,0.2,0.65,1.01,1.9,8.36,,0.94,9.28,1.8548,0.00%
14083,021706,国联银行间1-3年中高等级信用债指数E,2026-05-07,1.159,1.159,0.0,0.0,0.13,0.72,1.44,1.9,,,1.06,2.63,1.8632,0.00%
14084,020154,华宝0-3年政金债指数C,2026-05-07,1.0713,1.0713,0.03,-0.03,0.45,0.74,1.57,1.9,5.9,,1.19,7.13,1.7862,0.00%
14085,018519,大成景信债券C,2026-05-07,1.0469,1.0779,0.01,-0.01,0.22,0.86,1.26,1.9,4.89,,1.22,7.88,1.7922,0.00%
14086,006865,泰康安惠纯债债券C,2026-05-07,1.2153,1.2618,0.01,0.0,0.2,0.63,0.96,1.89,4.1,7.24,0.86,22.94,1.801,0.00%
14087,002868,鹏华丰茂债券,2026-05-07,1.1279,1.3167,0.01,0.0,0.19,0.79,1.34,1.89,4.78,8.44,1.11,34.9,1.7991,0.08%
14088,002930,博时聚润纯债债券A,2026-05-07,1.0308,1.2961,0.02,-0.01,0.19,0.77,1.28,1.89,5.17,8.71,1.1,33.22,1.7885,0.08%
14089,002466,博时裕新纯债债券A,2026-05-07,1.0795,1.3664,0.04,-0.02,0.29,0.88,1.35,1.89,7.01,10.76,1.26,41.31,1.7794,0.08%
14090,003570,招商招丰纯债C,2026-05-07,1.0328,1.1171,0.04,-0.01,0.16,0.39,0.72,1.89,3.14,5.52,0.6,12.22,1.8641,0.00%
14091,000139,富国国有企业债债券A/B,2026-05-07,1.0056,1.4976,0.01,0.01,0.14,0.53,0.95,1.89,4.14,7.53,0.71,63.46,1.8472,0.08%
14092,005754,平安短债A,2026-05-07,1.2534,1.2734,0.01,0.02,0.16,0.6,0.95,1.89,3.99,7.62,0.78,27.79,1.861,0.03%
14093,005468,华泰紫金智盈债券C,2026-05-07,1.139,1.2857,0.01,-0.01,0.14,0.7,1.05,1.89,4.27,8.0,0.99,29.57,1.7964,0.00%
14094,006989,建信中短债纯债债券A,2026-05-07,1.0631,1.2408,0.01,0.0,0.15,0.63,1.09,1.89,4.36,8.49,0.93,25.98,1.8417,0.04%
14095,006965,财通安瑞短债债券A,2026-05-07,1.2337,1.2407,0.01,0.02,0.15,0.53,0.93,1.89,3.9,7.29,0.73,24.23,1.8661,0.03%
14096,000674,中海中短债债券A,2026-05-07,0.9308,1.2415,0.0,0.0,0.14,0.59,0.88,1.89,4.39,7.13,0.78,26.04,1.8672,0.04%
14097,012973,国泰汽车整车ETF联接A,2026-05-07,1.0728,1.0728,0.66,0.96,4.42,-2.96,-6.42,1.89,20.95,41.27,-6.96,7.28,1.9094,0.10%
14098,013216,财通资管鸿启90天滚动中短债A,2026-05-07,1.1674,1.1674,0.01,0.02,0.18,0.62,1.0,1.89,4.22,8.1,0.81,16.74,1.8318,0.04%
14099,012848,大成悦享生活混合A,2026-05-07,0.8637,0.8637,1.28,0.85,5.54,-2.6,-3.98,1.89,9.07,-0.63,-2.23,-13.63,1.5998,0.15%
14100,013977,财通资管鸿佳60天滚动中短债C,2026-05-07,1.1421,1.1421,0.0,0.01,0.18,0.64,0.97,1.89,4.09,8.11,0.85,14.21,1.8368,0.00%
14101,014616,尚正正鑫混合发起C,2026-05-07,1.035,1.035,0.09,1.18,1.77,-1.99,-1.09,1.89,9.42,6.78,0.85,3.5,1.85,0.00%
14102,015580,中金金誉债券,2026-05-07,1.0272,1.0937,0.0,0.01,0.18,0.65,1.16,1.89,4.63,7.86,1.02,9.69,1.8136,0.06%
14103,015943,上银慧享利30天滚动持有中短债发起C,2026-05-07,1.1155,1.1155,0.0,0.02,0.13,0.5,0.87,1.89,4.28,7.91,0.64,11.55,1.8628,0.00%
14104,014815,财通资管鸿慧中短债发起A,2026-05-07,1.1262,1.1262,0.01,0.02,0.2,0.58,0.95,1.89,4.59,8.69,0.77,12.62,1.8356,0.04%
14105,015415,华宝宝隆债券C,2026-05-07,1.0603,1.1023,0.04,0.02,0.2,0.84,1.45,1.89,5.67,9.18,1.25,10.3,1.7374,0.00%
14106,017059,国泰海通90天滚动持有中短债C,2026-05-07,1.0991,1.0991,0.01,0.02,0.14,0.52,0.97,1.89,3.92,7.74,0.78,9.91,1.8534,0.00%
14107,018625,国泰海通君增利60天滚动持有债券发起式C,2026-05-07,1.0806,1.0806,0.0,0.0,0.1,0.47,0.92,1.89,5.18,,0.74,8.06,1.8281,0.00%
14108,018420,汇添富稳航30天持有债券A,2026-05-07,1.0803,1.0803,0.0,0.0,0.16,0.56,0.95,1.89,3.75,,0.77,8.03,1.8478,0.03%
14109,025591,国泰海通安润90天持有期中短债债券C,2026-05-07,1.1048,1.1394,0.0,0.01,0.14,0.48,0.85,1.89,4.75,8.13,0.74,12.04,1.8399,0.00%
14110,530021,建信纯债债券A,2026-05-07,1.6886,1.7076,0.02,0.01,0.21,0.82,1.28,1.88,4.98,9.46,1.17,70.86,1.8084,0.08%
14111,040026,华安信用四季红债券A,2026-05-07,1.0441,1.6738,0.02,-0.02,0.14,0.72,1.09,1.88,5.15,9.32,1.03,89.73,1.7837,0.08%
14112,540005,汇丰晋信平稳增利中短债债券A,2026-05-07,1.1244,1.4871,0.0,0.01,0.14,0.56,0.96,1.88,4.1,6.96,0.8,57.03,1.8368,0.08%
14113,110053,易方达安源中短债债券A,2026-05-07,1.0259,1.2006,0.0,0.01,0.15,0.61,1.06,1.88,3.99,7.46,0.84,21.03,1.8344,0.03%
14114,004107,中信保诚稳丰C,2026-05-07,1.0937,1.3229,0.01,0.0,0.14,0.75,1.16,1.88,4.68,8.21,1.02,36.06,1.8043,0.00%
14115,003082,国联银行间1-3年中高等级信用债指数C,2026-05-07,1.1327,1.2577,0.0,0.0,0.13,0.69,1.41,1.88,2.99,6.83,1.03,27.48,1.8432,0.00%
14116,004307,博时富元纯债债券,2026-05-07,1.0177,1.3145,-0.01,0.0,0.4,0.53,1.03,1.88,4.3,7.82,0.85,36.03,1.8442,0.08%
14117,004168,博时富嘉纯债债券,2026-05-07,1.0107,1.3132,0.03,-0.01,0.22,0.74,1.08,1.88,4.72,7.86,0.99,34.42,1.7912,0.08%
14118,006683,富国国有企业债债券D,2026-05-07,1.0059,1.1978,0.01,0.01,0.14,0.53,0.94,1.88,4.13,7.5,0.71,21.28,1.8374,0.00%
14119,007124,工银1-3年农发债指数A,2026-05-07,1.043,1.2004,0.03,0.01,0.26,0.8,1.34,1.88,4.79,8.58,1.08,21.64,1.7805,0.04%
14120,007246,安信鑫日享中短债C,2026-05-07,1.138,1.1913,0.0,0.01,0.17,0.61,1.06,1.88,3.52,7.05,0.87,19.54,1.8345,0.00%
14121,008729,同泰恒利纯债C,2026-05-07,1.0638,2.4095,0.0,0.21,1.24,1.14,1.55,1.88,5.29,137.02,1.59,155.77,1.8029,0.00%
14122,015081,兴业90天滚动持有中短债A,2026-05-07,1.1231,1.1231,0.0,0.01,0.15,0.57,1.0,1.88,4.26,7.7,0.8,12.31,1.8315,0.04%
14123,015793,金鹰稳进配置六个月持有混合发起(FOF)C,2026-04-30,1.0426,1.0426,0.05,0.16,1.59,0.69,1.21,1.88,2.8,4.76,1.48,4.26,,0.00%
14124,016672,汇安嘉裕纯债债券C,2026-05-07,1.0202,1.0908,-0.01,-0.01,0.04,0.15,0.79,1.88,4.62,7.46,0.2,7.44,1.8246,0.00%
14125,018120,万家北证50成份指数发起式A,2026-05-07,1.4499,1.4499,2.88,5.29,11.64,-7.22,-7.42,1.88,56.29,44.99,-2.48,44.99,0.9539,0.12%
14126,018423,汇添富稳裕30天滚动持有债券C,2026-05-07,1.0856,1.0856,0.01,0.01,0.32,0.68,1.0,1.88,4.06,,0.8,8.56,1.8578,0.00%
14127,018748,富国安恒60天持有期债券发起式A,2026-05-07,1.0751,1.0751,0.01,0.01,0.15,0.54,0.99,1.88,4.11,,0.77,7.51,1.828,0.04%
14128,020656,景顺长城中短债债券F,2026-05-07,1.1647,1.1819,0.0,0.0,0.15,0.6,1.01,1.88,4.25,,0.87,5.42,1.8272,0.00%
14129,020776,天弘安益债券D,2026-05-07,1.104,1.1367,0.01,0.0,0.28,0.98,1.41,1.88,4.99,,1.34,6.26,1.7981,0.06%
14130,020727,兴业稳瑞90天持有期债券A,2026-05-07,1.0649,1.0649,0.01,0.01,0.15,0.59,1.03,1.88,6.47,,0.83,6.49,1.8264,0.04%
14131,022140,华安信用四季红债券E,2026-05-07,1.044,1.0932,0.01,-0.03,0.13,0.72,1.08,1.88,,,1.02,3.63,1.7852,0.00%
14132,020913,东兴鑫颐3个月滚动持有纯债A,2026-05-07,1.0756,1.0756,0.06,0.1,0.85,0.67,0.9,1.88,,,1.43,7.56,1.702,0.07%
14133,022652,圆信永丰丰和E,2026-05-07,1.0758,1.1648,0.0,0.01,0.14,0.62,1.1,1.88,,,0.89,3.01,1.8384,0.00%
14134,022008,国泰利民安悦30天持有债券C,2026-05-07,1.0262,1.0262,0.0,0.01,0.17,0.45,0.88,1.88,,,0.64,2.62,1.8662,0.00%
14135,022816,浙商汇金聚沣30天持有期高等级债券C,2026-05-07,1.0205,1.0205,0.0,0.0,0.2,0.53,0.9,1.88,,,0.74,2.05,1.826,0.00%
14136,025594,国泰海通安裕中短债债券A,2026-05-07,1.1162,1.172,0.01,0.01,0.16,0.59,0.93,1.88,4.26,7.83,0.76,12.88,1.8577,0.04%
14137,395001,中海稳健收益债券,2026-05-07,1.144,1.89,0.0,0.09,0.35,0.53,0.35,1.87,7.32,8.51,0.62,123.37,1.6889,0.00%
14138,006545,兴银中短债A,2026-05-07,1.2554,1.2554,0.0,0.0,0.18,0.66,1.01,1.87,4.14,8.1,0.86,25.53,1.825,0.03%
14139,007364,易方达中债1-3年政金债A,2026-05-07,1.008,1.1811,0.02,0.02,0.2,0.62,1.14,1.87,4.39,7.84,0.82,19.67,1.7746,0.04%
14140,008448,德邦短债A,2026-05-07,1.169,1.187,0.0,0.01,0.17,0.57,0.91,1.87,4.91,9.73,0.82,18.71,1.8397,0.04%
14141,008216,农银汇理彭博1-3年利率债指数,2026-05-07,1.0044,1.1937,0.02,-0.01,0.2,0.7,1.19,1.87,5.51,9.46,0.92,21.14,1.778,0.05%
14142,008298,华夏中证银行ETF联接A,2026-05-07,1.5751,1.5751,-0.29,-1.1,-0.31,-0.25,-5.48,1.87,27.45,36.15,-4.25,57.51,0.8387,0.12%
14143,009495,大成景轩中高等级债券A,2026-05-07,1.1417,1.1867,-0.01,-0.08,0.17,0.94,1.23,1.87,5.58,10.52,1.52,19.22,1.7649,0.08%
14144,007762,富国天盈债券(LOF)A,2026-05-07,1.3361,1.3361,0.01,-0.02,0.15,0.39,0.75,1.87,5.37,7.72,0.65,28.52,1.8214,0.08%
14145,011617,汇添富AAA级信用纯债E,2026-05-07,1.1802,1.2592,0.0,-0.06,0.22,1.01,1.58,1.87,4.91,8.99,1.62,18.0,1.7511,0.00%
14146,011983,永赢中债3-5年政金债指数A,2026-05-07,1.1064,1.1967,0.05,0.03,0.28,1.02,1.65,1.87,6.47,11.97,1.49,20.33,1.6743,0.05%
14147,010577,汇安永福90天持有中短债A,2026-05-07,1.1058,1.1088,0.0,-0.02,0.11,0.51,0.89,1.87,5.62,8.22,0.72,10.91,1.8232,0.03%
14148,012563,景顺长城90天持有短债A,2026-05-07,1.1015,1.1015,0.01,0.02,0.17,0.56,0.92,1.87,4.15,8.36,0.77,10.15,1.8305,0.04%
14149,014992,嘉合磐恒债券C,2026-05-07,1.0413,1.0413,0.03,0.05,0.35,0.69,0.94,1.87,2.33,3.58,0.83,4.13,1.8287,0.00%
14150,018115,鹏扬北证50成份指数C,2026-05-07,1.3691,1.3691,2.96,5.4,11.64,-7.36,-7.62,1.87,51.78,36.87,-2.67,36.91,0.9363,0.00%
14151,018878,富安达富禧纯债30天持有债券A,2026-05-07,1.0683,1.0683,0.0,0.0,-0.12,1.27,1.41,1.87,4.79,,1.56,6.83,1.8398,0.02%
14152,018150,国投瑞银恒安30天持有期债券C,2026-05-07,1.0658,1.0658,0.01,0.02,0.12,0.53,0.99,1.87,4.26,,0.79,6.58,1.8442,0.00%
14153,017024,天弘通享债券发起A,2026-05-07,1.0256,1.054,0.0,0.01,0.25,0.86,1.3,1.87,3.76,5.91,1.15,5.47,1.8066,0.04%
14154,020153,华宝0-3年政金债指数A,2026-05-07,1.0705,1.0705,0.03,-0.03,0.41,0.72,1.58,1.87,5.81,,1.18,7.05,1.7489,0.05%
14155,019980,博时中高等级信用债C,2026-05-07,1.0449,1.0825,0.02,-0.05,0.36,1.07,1.34,1.87,5.94,,1.69,8.3,1.7448,0.00%
14156,012166,工银1-3年农发债指数E,2026-05-07,1.0442,1.1274,0.03,0.01,0.24,0.76,1.41,1.87,4.72,8.28,1.16,13.7,1.7817,0.00%
14157,019962,国联安月享30天持有期纯债债券A,2026-05-07,1.0501,1.0501,0.01,0.01,0.14,0.54,0.98,1.87,4.29,,0.77,5.01,1.8131,0.04%
14158,020895,汇添富稳鼎120天滚动持有债券A,2026-05-07,1.0538,1.0538,0.0,0.0,0.19,0.62,1.06,1.87,,,0.86,5.38,1.8164,0.01%
14159,023346,博时裕新纯债债券C,2026-05-07,1.0795,1.0849,0.03,-0.03,0.29,0.87,1.34,1.87,,,1.24,3.99,1.7698,0.00%
14160,023216,华安众利120天持有债券A,2026-05-07,1.0238,1.0238,0.0,0.0,0.13,0.67,0.95,1.87,,,0.82,2.38,1.8099,0.04%
14161,009096,鹏华安泽混合A,2026-05-07,1.2134,1.2134,0.17,0.37,1.2,1.09,0.7,1.87,3.86,6.58,0.72,21.34,1.8722,0.08%
14162,002529,泰康安益纯债C,2026-05-07,1.0289,1.4865,0.01,0.0,0.21,0.75,1.18,1.86,4.55,8.61,1.14,53.23,1.7534,0.00%
14163,160725,嘉实基本面50指数(LOF)C,2026-05-07,1.4316,1.4316,-0.23,-0.34,0.75,-2.79,-5.95,1.86,14.45,11.47,-4.57,40.77,1.2948,0.00%
14164,000129,大成景安短融债券B,2026-05-07,1.3797,1.5897,0.0,0.0,0.15,0.54,0.88,1.86,4.39,7.98,0.77,62.89,1.8229,0.00%
14165,009483,鹏华普利债券A,2026-05-07,1.1508,1.1934,0.01,0.0,0.15,0.61,1.04,1.86,3.99,7.72,0.83,19.86,1.7957,0.08%
14166,011659,汇添富中高等级信用债C,2026-05-07,1.1507,1.1507,0.0,0.03,0.3,0.71,1.21,1.86,4.57,8.11,0.97,15.07,1.7958,0.00%
14167,013814,汇添富稳鑫120天滚动持有债券A,2026-05-07,1.1419,1.1419,0.0,0.02,0.12,0.51,0.92,1.86,4.12,8.17,0.71,14.19,1.819,0.01%
14168,013460,华夏稳鑫增利80天滚动持有债券C,2026-05-07,1.125,1.125,0.0,-0.03,0.32,0.81,1.12,1.86,3.86,8.11,1.01,12.5,1.8376,0.00%
14169,015502,中欧中短债债券发起A,2026-05-07,1.0834,1.1254,0.0,0.01,0.16,0.63,1.01,1.86,4.57,8.36,0.87,12.67,1.8021,0.04%
14170,014856,建信鑫享短债债券A,2026-05-07,1.1077,1.1187,0.0,0.02,0.13,0.48,0.88,1.86,4.42,7.91,0.68,11.87,1.83,0.03%
14171,014637,国联安中短债债券C,2026-05-07,1.0377,1.0947,0.01,0.0,0.17,0.68,1.03,1.86,3.85,7.53,0.88,9.68,1.8151,0.00%
14172,015350,银河季季盈90天滚动持有短债A,2026-05-07,1.1099,1.1099,0.01,0.02,0.14,0.53,1.04,1.86,5.84,9.76,0.92,10.99,1.8257,0.04%
14173,015334,天弘合利债券发起C,2026-05-07,1.0684,1.1044,0.01,0.0,0.21,0.84,1.33,1.86,5.95,9.81,1.16,10.63,1.7362,0.00%
14174,000192,富国信用债债券C,2026-05-07,1.3104,1.5759,0.01,-0.02,0.22,0.89,1.26,1.85,4.42,8.52,1.34,69.87,1.7865,0.00%
14175,164510,国富恒利债券(LOF)C,2026-05-07,0.9721,1.4272,-0.03,0.07,0.64,0.66,1.5,1.85,5.63,9.36,1.44,50.55,1.748,0.00%
14176,003130,中信保诚稳利C,2026-05-07,1.0871,1.296,0.01,0.0,0.14,0.71,1.13,1.85,4.66,8.12,0.98,32.38,1.7738,0.00%
14177,006387,宝盈安泰短债债券A,2026-05-07,1.2124,1.2444,0.0,0.01,0.12,0.55,0.91,1.85,4.12,7.91,0.76,25.08,1.8139,0.04%
14178,002550,嘉实稳荣债券,2026-05-07,1.0514,1.398,0.0,-0.01,0.14,0.78,1.28,1.85,6.24,12.69,1.18,47.11,1.7767,0.08%
14179,004140,兴业福鑫债券,2026-05-07,1.017,1.358,0.02,-0.04,0.24,0.98,1.51,1.85,6.1,11.0,1.5,41.76,1.715,0.08%
14180,006073,人保鑫瑞中短债债券A,2026-05-07,1.1804,1.2004,0.01,0.02,0.18,0.57,0.93,1.85,4.85,8.24,0.78,20.24,1.7937,0.04%
14181,007560,国联恒鑫纯债A,2026-05-07,1.0375,1.2285,0.0,0.01,0.19,0.76,1.2,1.85,5.96,10.91,0.99,24.51,1.8129,0.06%
14182,007766,前海开源1-3年国开债C,2026-05-07,1.0455,1.1285,0.04,0.02,0.3,0.82,1.36,1.85,3.19,5.34,1.12,13.26,1.734,0.00%
14183,007409,鹏扬淳开债券C,2026-05-07,1.0567,1.2237,0.01,0.01,0.35,1.12,1.35,1.85,6.02,11.5,1.43,24.31,1.7427,0.00%
14184,012465,上银慧嘉利债券,2026-05-07,1.0643,1.1543,0.0,0.0,0.22,0.83,1.26,1.85,5.54,10.19,1.18,16.17,1.7398,0.08%
14185,012580,财通资管鸿安30天滚动中短债A,2026-05-07,1.1498,1.1498,0.01,0.02,0.23,0.58,0.93,1.85,4.1,7.56,0.74,14.98,1.8153,0.04%
14186,012619,嘉实中证软件服务ETF联接A,2026-05-07,0.7532,0.7532,1.3,5.05,12.91,-4.56,-6.72,1.85,23.88,-17.89,-3.2,-24.68,1.4138,0.10%
14187,014083,浙商汇金月享30天滚动持有中短债A,2026-05-07,1.1551,1.1551,-0.01,-0.03,0.13,0.53,0.88,1.85,4.6,9.65,0.97,15.51,1.7709,0.01%
14188,013838,中银恒嘉60天滚动持有短债A,2026-05-07,1.1268,1.1268,0.0,0.01,0.21,0.58,1.09,1.85,4.01,8.14,0.81,12.68,1.8162,0.04%
14189,013808,易方达稳悦120天滚动持有短债债券A,2026-05-07,1.1368,1.1368,0.01,0.02,0.13,0.56,0.96,1.85,4.05,8.62,0.77,13.68,1.8091,0.02%
14190,014858,建信鑫享短债债券F,2026-05-07,1.1071,1.1181,0.0,0.02,0.13,0.48,0.88,1.85,4.37,,0.68,11.81,1.8217,0.00%
14191,016816,兴业120天滚动持有债券A,2026-05-07,1.1164,1.1164,0.0,0.01,0.13,0.56,0.96,1.85,4.8,8.89,0.76,11.64,1.7963,0.04%
14192,017314,国泰利享安益短债债券A,2026-05-07,1.0961,1.0961,0.0,0.02,0.14,0.47,0.85,1.85,4.08,7.64,0.64,9.61,1.8207,0.03%
14193,012242,华安添荣中短债A,2026-05-07,1.1111,1.1361,0.0,0.0,0.16,0.56,0.93,1.85,3.97,9.24,0.75,13.88,1.7957,0.03%
14194,021163,鑫元中短债D,2026-05-07,1.1881,1.1881,0.01,0.02,0.13,0.54,0.88,1.85,,,0.73,3.37,1.8168,0.02%
14195,022304,贝莱德安裕90天持有债券C,2026-05-07,1.0292,1.0292,0.0,0.02,0.18,0.65,0.9,1.85,,,0.79,2.92,1.8002,0.00%
14196,022788,国投瑞银恒信债券A,2026-05-07,1.0187,1.0187,0.0,0.01,0.17,0.51,0.98,1.85,,,0.68,1.87,,0.04%
14197,519718,交银纯债债券发起A,2026-05-07,1.0759,1.5369,0.0,-0.02,0.17,0.72,1.1,1.84,4.67,8.9,1.03,65.05,1.7861,0.08%
14198,519152,新华纯债添利债券发起A,2026-05-07,1.218,1.6705,0.01,0.0,0.21,0.67,1.09,1.84,4.23,7.9,0.97,75.4,1.7629,0.08%
14199,003072,国联睿祥纯债C,2026-05-07,1.1348,1.3646,0.01,-0.01,0.21,0.87,1.15,1.84,3.83,9.25,1.21,38.07,1.7502,0.00%
14200,006677,中银稳汇短债债券A,2026-05-07,1.1102,1.2096,0.01,0.02,0.18,0.57,0.96,1.84,3.96,7.35,0.76,22.03,1.7972,0.03%
14201,007172,易方达中债3-5年国开行债C,2026-05-07,1.0168,1.2466,0.05,0.03,0.29,0.84,1.46,1.84,5.52,10.15,1.19,27.61,1.6739,0.00%
14202,007348,永赢昌利债券C,2026-05-07,1.1573,1.1773,0.0,-0.01,0.18,0.82,1.26,1.84,4.21,8.43,1.19,17.98,1.7675,0.00%
14203,007706,南方聪元债券A,2026-05-07,1.0344,1.2112,0.02,0.01,0.17,0.59,1.17,1.84,4.9,8.54,1.12,22.92,1.7409,0.08%
14204,519199,万家家享中短债A,2026-05-07,1.0533,1.2738,0.0,0.01,0.18,0.62,1.0,1.84,4.18,7.89,0.79,29.57,1.7733,0.02%
14205,006808,西部利得添盈短债债券E,2026-05-07,1.126,1.126,0.0,0.01,0.16,0.45,1.09,1.84,3.49,6.31,0.7,12.6,1.8083,0.00%
14206,008688,大成景乐纯债债券A,2026-05-07,1.1803,1.1803,0.01,0.0,0.2,0.71,1.02,1.84,5.22,9.59,0.96,18.03,1.75,0.08%
14207,009742,鹏华中债-0-3年AA+优选信用债A,2026-05-07,1.0275,1.1104,0.0,0.01,0.16,0.61,1.01,1.84,5.44,9.26,0.86,11.43,1.7769,0.06%
14208,011950,嘉实稳元纯债债券C,2026-05-07,1.1271,1.1286,0.02,0.0,0.22,0.78,1.28,1.84,4.5,7.96,1.2,12.88,1.7514,0.00%
14209,012433,华安添和一年债券A,2026-05-07,1.0677,1.0677,0.04,0.09,0.22,0.31,0.72,1.84,6.42,6.79,0.69,6.77,1.7439,0.05%
14210,013807,财通资管鸿越3个月滚动持有债券E,2026-05-07,1.165,1.165,0.01,0.01,0.2,0.51,0.87,1.84,4.71,8.8,0.8,16.5,1.7823,0.00%
14211,014518,华夏30天滚动短债发起式C,2026-05-07,1.1123,1.1123,0.01,0.0,0.25,0.68,0.94,1.84,4.03,7.42,0.81,11.23,1.8217,0.00%
14212,015249,国泰海通60天滚动持有中短债C,2026-05-07,1.1363,1.1363,0.0,0.0,0.11,0.5,0.92,1.84,3.96,7.92,0.75,11.94,1.8008,0.00%
14213,006337,华安安浦债券A,2026-05-07,1.1902,1.2852,0.02,-0.03,0.25,0.8,1.22,1.84,5.5,10.11,1.17,30.48,1.7509,0.08%
14214,015616,天弘丰益债券发起C,2026-05-07,1.0566,1.1349,0.01,-0.02,0.34,0.88,1.26,1.84,6.7,11.39,1.16,13.97,1.693,0.00%
14215,016597,民生加银月月乐30天持有短债C,2026-05-07,1.0848,1.0848,0.0,0.0,0.22,0.56,0.92,1.84,4.01,7.21,0.73,8.48,1.8018,0.00%
14216,016483,国泰利盈60天滚动持有中短债A,2026-05-07,1.0971,1.0971,0.0,0.02,0.13,0.46,0.85,1.84,4.27,7.58,0.62,9.71,1.819,0.035%
14217,016408,中泰稳固30天持有中短债C,2026-05-07,1.0941,1.0941,0.01,0.01,0.14,0.61,1.02,1.84,4.05,7.9,0.87,9.41,1.8052,0.00%
14218,017054,工银稳健丰润90天持有中短债A,2026-05-07,1.1042,1.1042,0.01,0.02,0.18,0.59,0.97,1.84,4.33,7.68,0.76,10.42,1.779,0.02%
14219,017531,财通安益中短债债券E,2026-05-07,1.0765,1.0765,0.0,0.0,0.13,0.65,1.03,1.84,4.11,7.65,0.91,7.65,1.7678,0.00%
14220,018839,广发添财30天持有债券C,2026-05-07,1.0697,1.0697,0.02,0.04,0.22,0.63,0.91,1.84,3.84,,0.76,6.97,1.7986,0.00%
14221,019541,东方红90天持有纯债A,2026-05-07,1.0728,1.0728,0.0,0.01,0.11,0.5,1.03,1.84,5.3,,0.68,7.28,1.7933,0.04%
14222,019263,中信保诚嘉盛三个月定开债券C,2026-05-07,1.0221,1.0646,0.01,-0.03,0.23,0.95,1.44,1.84,4.79,,1.41,6.59,1.7387,0.00%
14223,021618,嘉实致华纯债债券C,2026-05-07,1.0499,1.0952,0.05,0.02,0.33,0.95,1.39,1.84,,,1.47,4.63,1.7055,0.00%
14224,021999,兴银朝阳C,2026-05-07,1.0617,1.0617,0.0,0.0,0.08,0.74,1.12,1.84,,,0.82,3.93,1.7636,0.00%
14225,022141,国泰利享安益短债债券F,2026-05-07,1.0978,1.0978,0.0,0.02,0.13,0.46,0.85,1.84,,,0.63,3.45,1.8178,0.00%
14226,519675,银河泰利纯债A,2026-05-07,1.0719,1.7158,0.0,-0.02,0.67,0.43,1.2,1.83,7.02,10.64,0.68,87.99,1.6886,0.08%
14227,004838,信澳安益纯债债券A,2026-05-07,1.0373,1.2623,0.02,0.02,0.23,0.76,1.18,1.83,4.29,8.79,1.07,28.85,1.7759,0.08%
14228,007093,鑫元中债3-5年国开行债券指数C,2026-05-07,1.0558,1.2242,0.04,0.01,0.32,0.88,1.55,1.83,5.56,10.69,1.23,23.0,1.6952,0.00%
14229,007655,南方定元中短债债券A,2026-05-07,1.1472,1.1952,0.01,0.02,0.28,0.62,1.08,1.83,4.44,7.63,0.91,19.95,1.7553,0.04%
14230,010168,天弘安利短债A,2026-05-07,1.153,1.153,0.01,0.02,0.16,0.55,0.94,1.83,3.77,6.75,0.75,15.3,1.8012,0.035%
14231,001755,嘉实新思路混合A,2026-05-07,1.1726,1.5545,0.15,0.3,1.23,0.17,0.7,1.83,11.57,12.53,1.16,62.76,1.7176,0.15%
14232,003285,国寿安保安康纯债债券,2026-05-07,1.0394,1.3727,0.01,-0.02,0.2,0.82,1.25,1.83,5.05,9.16,1.12,42.83,1.7317,0.08%
14233,013227,中邮鑫享30天滚动持有短债债券A,2026-05-07,1.0992,1.0992,0.0,0.02,0.15,0.47,0.86,1.83,3.99,6.66,0.65,9.92,1.8061,0.02%
