symbol,name,last_price,turnover_amount,turnover_rate,pct_change,amplitude
603685,晨丰科技,32.88,83285654.0,1.27,1.8,
688670,金迪克,18.73,24626350.0,1.07,1.79,
600151,航天机电,15.39,1085787485.0,4.96,1.79,
603236,移远通信,75.72,485558673.0,2.47,1.79,
603958,哈森股份,23.86,220344841.0,4.28,1.79,
603004,鼎龙科技,21.63,75628277.0,5.98,1.79,
002516,旷达科技,6.29,109515104.12,1.2,1.78,
300928,华安鑫创,36.02,136550156.58,7.08,1.78,
688516,奥特维,88.61,1210339719.0,4.36,1.78,
002590,万安科技,12.59,102564804.76,1.66,1.78,
301608,博实结,97.67,149549314.99,3.87,1.78,
301007,德迈仕,37.65,181992646.0,3.21,1.78,
688669,聚石化学,35.98,205150787.0,4.71,1.78,
605018,长华集团,13.12,80705339.0,1.31,1.78,
300429,强力新材,14.96,439950413.3,7.38,1.77,
603058,永吉股份,12.06,103208025.0,2.07,1.77,
301126,达嘉维康,12.1,43187198.65,2.6,1.77,
002526,山东矿机,3.45,111000912.56,1.83,1.77,
002076,*ST星光,2.3,92120066.7,3.85,1.77,
301009,可靠股份,11.52,29014132.57,1.69,1.77,
603505,金石资源,19.0,402069922.0,2.53,1.77,
600981,苏豪汇鸿,2.87,64496878.0,1.01,1.77,
603176,汇通集团,5.75,30886566.0,1.17,1.77,
920925,锦好医疗,15.5,20628942.61,2.41,1.77,
600115,中国东航,4.61,1488664398.0,1.9,1.77,
300583,赛托生物,15.57,70660059.42,2.46,1.76,
002786,银宝山新,8.1,149989843.0,3.76,1.76,
601279,英利汽车,4.04,53902133.0,0.84,1.76,
300155,安居宝,5.19,51370579.0,3.02,1.76,
300729,乐歌股份,12.71,39179643.64,0.94,1.76,
301083,百胜智能,17.96,42664484.6,2.8,1.76,
920056,能之光,23.19,28021826.1,3.95,1.76,
688276,百克生物,18.5,51218835.0,0.67,1.76,
000429,粤高速Ａ,12.69,86301406.72,0.52,1.76,
688609,九联科技,10.98,256496258.0,4.75,1.76,
603890,春秋电子,20.24,989450159.0,11.0,1.76,
001229,魅视科技,38.15,79083331.9,3.96,1.76,
603071,物产环能,14.42,60884661.0,0.76,1.76,
600693,东百集团,11.63,651261801.0,6.46,1.75,
920765,美之高,15.71,51547814.87,6.17,1.75,
300245,ST天玑,8.12,172524161.07,7.03,1.75,
301383,天键股份,29.59,39960106.8,1.92,1.75,
301016,雷尔伟,18.04,131672991.14,2.48,1.75,
300419,ST浩丰,6.98,114375011.8,4.45,1.75,
000679,大连友谊,6.97,48913705.0,1.97,1.75,
000521,长虹美菱,5.82,78119691.6,1.54,1.75,
300644,南京聚隆,29.63,99024810.2,3.81,1.75,
920436,大地电气,15.12,20630684.59,1.54,1.75,
001209,洪兴股份,22.14,126541619.0,5.97,1.75,
301175,中科环保,6.41,358880341.66,9.03,1.75,
920005,鼎佳精密,36.1,15328936.04,1.98,1.75,
603329,上海雅仕,11.63,46252095.0,1.93,1.75,
300891,惠云钛业,8.73,69803540.87,2.41,1.75,
603677,奇精机械,16.24,29965064.0,0.96,1.75,
000751,锌业股份,6.45,895919435.75,9.93,1.74,
688305,科德数控,65.07,309207070.0,3.61,1.74,
688070,纵横股份,46.81,115751977.0,2.81,1.74,
002108,沧州明珠,5.85,885278557.67,9.11,1.74,
688759,必贝特-U,33.88,97697708.0,5.45,1.74,
300757,罗博特科,519.2,3474581382.92,4.47,1.74,
920826,盖世食品,10.54,19178052.81,2.93,1.74,
002862,实丰文化,19.3,77357680.4,3.18,1.74,
920790,联迪信息,25.73,30833490.14,2.2,1.74,
603303,得邦照明,18.74,79803345.0,0.91,1.74,
600778,友好集团,7.0,46572612.0,2.16,1.74,
301251,威尔高,67.95,348464507.6,9.65,1.74,
000669,ST金鸿,4.1,58719864.79,2.13,1.74,
603022,新通联,11.69,60135993.0,2.6,1.74,
920950,迅安科技,16.39,8490428.98,1.45,1.74,
603819,神力股份,15.3,176455318.0,5.3,1.73,
300504,天邑股份,18.26,182510212.0,4.62,1.73,
688698,伟创电气,74.24,682255503.0,4.28,1.73,
301106,骏成科技,35.83,151352596.01,4.15,1.73,
920146,华阳变速,7.04,18977984.51,2.52,1.73,
603658,安图生物,34.11,115605899.0,0.59,1.73,
600198,大唐电信,8.84,229852512.0,2.02,1.73,
300753,爱朋医疗,28.89,131340549.13,5.21,1.73,
300045,华力创通,23.62,613426129.03,5.08,1.72,
688090,瑞松科技,86.97,458677681.0,4.36,1.72,
603348,文灿股份,18.91,45450311.0,0.77,1.72,
603519,立霸股份,14.78,53605476.0,1.37,1.72,
600560,金自天正,14.76,48341649.0,1.47,1.72,
000599,青岛双星,5.92,130509553.17,2.71,1.72,
600487,亨通光电,77.27,12666073983.0,6.68,1.72,
301311,昆船智能,17.13,51475123.77,1.26,1.72,
001231,农心科技,25.46,62303194.62,4.81,1.72,
300017,网宿科技,17.88,3910671154.7,9.34,1.71,
603993,洛阳钼业,20.2,5887631949.0,1.7,1.71,
600376,首开股份,4.77,359839561.0,2.92,1.71,
920188,悦龙科技,29.67,93950810.63,15.98,1.71,
688739,成大生物,23.79,76440313.0,0.77,1.71,
600933,爱柯迪,17.87,448653916.0,2.57,1.71,
300941,创识科技,18.41,71509086.5,3.15,1.71,
601022,宁波远洋,8.98,115305353.0,0.99,1.7,
301113,雅艺科技,27.55,31672202.75,2.1,1.7,
600635,大众公用,5.38,288867846.0,2.23,1.7,
002190,成飞集成,30.51,171094892.01,1.57,1.7,
300546,雄帝科技,20.35,73904425.5,2.72,1.7,
300642,透景生命,16.74,48193146.1,2.1,1.7,
002161,远 望 谷,7.19,164930876.72,3.14,1.7,
603976,正川股份,21.54,58003591.0,1.79,1.7,
600688,上海石化,3.0,165832787.0,0.76,1.69,
001277,速达股份,37.82,34327877.0,2.0,1.69,
300118,东方日升,18.7,1419398455.8,8.27,1.69,
605151,西上海,22.82,72440566.0,2.38,1.69,
301221,光庭信息,50.0,87582345.22,2.81,1.69,
002888,惠威科技,20.42,55522499.0,3.64,1.69,
600278,东方创业,7.24,65753272.0,1.05,1.69,
600307,酒钢宏兴,1.81,151214022.0,1.35,1.69,
600489,中金黄金,28.22,2123904433.0,1.57,1.69,
920856,浩淼科技,12.72,17145165.94,2.55,1.68,
603207,小方制药,26.64,33876421.0,2.36,1.68,
300166,东方国信,19.35,3944720509.28,22.32,1.68,
001215,千味央厨,49.01,364037659.02,7.78,1.68,
001390,古麒绒材,21.18,31053827.29,2.95,1.68,
300462,ST华铭,13.89,59830584.0,3.1,1.68,
002425,凯撒文化,3.65,113202574.0,3.34,1.67,
920058,华洋赛车,27.94,12833591.02,1.67,1.67,
688579,地纬智能,10.34,45471590.0,1.11,1.67,
600671,天目药业,20.08,46546442.0,1.92,1.67,
300180,华峰超纤,5.47,150934959.73,1.62,1.67,
301305,朗坤科技,26.76,109753841.55,3.32,1.67,
002900,哈三联,11.59,44673898.8,2.41,1.67,
603326,我乐家居,8.54,45959216.0,1.7,1.67,
000570,苏常柴Ａ,6.68,148888649.0,4.04,1.67,
002658,雪迪龙,9.12,108977440.76,3.35,1.67,
603159,上海亚虹,25.52,55459911.0,1.58,1.67,
300177,中海达,8.57,101645652.89,1.96,1.66,
300654,世纪天鸿,11.65,213345853.2,5.16,1.66,
301211,亨迪药业,11.62,50869790.72,1.05,1.66,
301329,信音电子,26.3,115034515.9,7.32,1.66,
603926,铁流股份,22.72,254795445.0,4.83,1.66,
600158,中体产业,13.49,1913853565.0,14.96,1.66,
605050,福然德,12.83,91431423.0,1.46,1.66,
301555,惠柏新材,38.29,126517175.03,6.92,1.65,
603059,倍加洁,35.15,44236374.0,1.26,1.65,
603613,国联股份,28.88,575700424.0,2.8,1.65,
603006,联明股份,14.17,54373407.0,1.52,1.65,
301386,未来电器,26.43,48858654.09,4.15,1.65,
300519,新光药业,16.62,47505986.0,2.53,1.65,
920701,豪声电子,15.37,11511940.59,0.75,1.65,
002917,金奥博,13.56,73755995.65,2.09,1.65,
301330,熵基科技,31.95,125079599.66,2.03,1.65,
920027,交大铁发,19.11,39932180.54,5.0,1.65,
600830,香溢融通,10.45,186583800.0,3.95,1.65,
002679,福建金森,11.12,32160949.0,1.23,1.65,
688322,奥比中光-W,87.92,1286588245.0,4.58,1.64,
000899,赣能股份,13.65,524595324.7,3.94,1.64,
603881,数据港,40.2,2626185218.0,9.25,1.64,
605003,众望布艺,29.07,41852792.0,1.32,1.64,
000519,中兵红箭,18.12,591250418.71,2.36,1.63,
002362,汉王科技,19.32,112284661.27,2.8,1.63,
002645,华宏科技,27.38,1184092222.0,7.85,1.63,
002051,中工国际,11.87,1621990310.71,11.16,1.63,
300699,光威复材,35.53,957773634.68,3.3,1.63,
688296,和达科技,16.26,33900801.0,1.95,1.63,
301219,腾远钴业,91.0,1600072071.12,8.31,1.63,
002690,美亚光电,18.24,204044859.54,2.57,1.62,
002160,常铝股份,5.01,118249178.44,2.31,1.62,
000822,山东海化,5.63,136051593.22,2.71,1.62,
688099,晶晨股份,112.7,2278283000.0,4.88,1.62,
002598,ST章鼓,8.14,61999412.04,2.68,1.62,
300549,优德精密,18.8,50703593.7,2.7,1.62,
601996,丰林集团,3.13,499070300.0,14.38,1.62,
300167,ST迪威迅,5.66,46310351.0,2.34,1.62,
600179,安通控股,4.39,160162714.0,0.95,1.62,
002175,*ST东智,2.52,491833551.29,15.78,1.61,
605266,健之佳,20.25,44656191.0,1.43,1.61,
000821,ST京机,10.71,131619398.12,2.05,1.61,
920057,百甲科技,6.32,8357246.24,1.15,1.61,
600676,交运股份,8.22,92167867.0,1.1,1.61,
300958,建工修复,14.56,41852699.33,3.16,1.61,
300333,兆日科技,9.45,70505054.0,2.24,1.61,
301166,优宁维,32.18,51563341.0,2.84,1.61,
000504,*ST生物,9.46,87102248.61,2.84,1.61,
002765,蓝黛科技,10.11,185224037.78,3.09,1.61,
603033,三维股份,11.38,194722377.0,1.71,1.61,
605333,沪光股份,24.63,79776284.0,0.7,1.61,
300717,华信新材,22.25,42083841.0,1.87,1.6,
603927,中科软,17.16,265553402.0,1.86,1.6,
301301,川宁生物,10.14,105271896.91,1.69,1.6,
600029,南方航空,5.71,1223868717.0,1.59,1.6,
000428,华天酒店,3.8,33634480.0,0.87,1.6,
002572,索菲亚,12.07,135071932.82,1.72,1.6,
300971,博亚精工,25.33,106802493.23,4.59,1.6,
002932,*ST明德,17.17,50351197.07,1.9,1.6,
600243,*ST海华,4.44,98115091.0,4.99,1.6,
600162,香江控股,1.92,92828361.0,1.49,1.59,
300299,富春股份,6.38,134726689.57,3.07,1.59,
301138,华研精机,33.93,65427559.8,2.83,1.59,
300793,佳禾智能,14.68,116777274.2,2.13,1.59,
688010,福光股份,35.07,143965707.0,2.59,1.59,
301286,侨源股份,58.31,265872998.33,2.8,1.59,
920806,云星宇,12.12,35551485.03,0.98,1.59,
300252,金信诺,16.02,799854354.7,9.03,1.59,
300926,博俊科技,23.67,119390165.15,1.7,1.59,
920267,鑫汇科,19.15,8566794.37,1.51,1.59,
603211,晋拓股份,28.15,241509064.0,3.15,1.59,
002374,中锐股份,3.19,60405566.33,1.74,1.59,
600481,双良节能,6.4,510774675.0,3.89,1.59,
301072,中捷精工,25.6,49694478.59,2.9,1.59,
920367,新赣江,19.31,25061825.87,3.12,1.58,
603917,合力科技,12.89,61852377.0,2.37,1.58,
920508,殷图网联,19.91,13476288.38,2.12,1.58,
688776,国光电气,83.83,193939406.0,2.15,1.58,
600858,银座股份,5.79,45955005.0,1.54,1.58,
920810,春光智能,11.54,10679588.69,1.49,1.58,
603069,海汽集团,17.34,92122217.0,1.68,1.58,
002043,兔 宝 宝,15.45,159721782.99,1.28,1.58,
000948,南天信息,15.47,129142368.78,2.15,1.58,
002650,ST加加,7.75,54664569.5,0.64,1.57,
002084,海鸥住工,3.87,52088751.79,2.1,1.57,
920971,天马新材,30.39,110820686.69,4.31,1.57,
600613,神奇制药,5.83,61126629.0,2.2,1.57,
603506,南都物业,13.55,34868167.0,1.38,1.57,
600353,旭光电子,18.17,585805476.0,3.92,1.57,
920030,德众汽车,5.83,10206890.89,1.56,1.57,
301367,瑞迈特,67.75,58425574.45,1.23,1.57,
603328,依顿电子,12.91,489547037.0,3.84,1.57,
600533,栖霞建设,2.58,61301053.0,2.28,1.57,
001216,华瓷股份,18.28,58774980.0,1.32,1.56,
688251,井松智能,31.33,141189640.0,4.45,1.56,
600651,飞乐音响,7.18,204340099.0,1.14,1.56,
600416,湘电股份,12.99,368231924.0,1.93,1.56,
002173,创新医疗,24.75,602018577.53,5.8,1.56,
920029,开发科技,70.14,65204173.06,0.69,1.56,
300949,奥雅股份,41.68,30758004.35,2.16,1.56,
600557,康缘药业,13.65,86058249.0,1.12,1.56,
600588,用友网络,12.39,1233835431.0,2.88,1.56,
000823,超声电子,17.58,1188606149.89,12.79,1.56,
920346,威贸电子,21.47,21343908.31,2.24,1.56,
920679,前进科技,18.89,7541130.4,1.08,1.56,
600350,山东高速,11.11,75047879.0,0.14,1.55,
300960,通业科技,21.68,29234615.32,1.04,1.55,
001221,悍高集团,57.75,74693787.2,3.62,1.55,
300525,博思软件,10.49,261490573.56,3.98,1.55,
002999,天禾股份,7.2,118507465.65,4.84,1.55,
301355,南王科技,13.1,40187904.0,3.08,1.55,
920876,慧为智能,23.58,21711443.05,2.34,1.55,
920300,辰光医疗,11.82,19895397.53,2.54,1.55,
300911,亿田智能,36.0,408775069.03,6.64,1.55,
600012,皖通高速,15.74,55369537.0,0.3,1.55,
600398,海澜之家,6.61,318739046.0,1.0,1.54,
600133,东湖高新,9.22,302711842.0,3.08,1.54,
600178,东安动力,10.57,51851338.0,1.06,1.54,
300637,扬帆新材,11.23,62155591.9,2.39,1.54,
600066,宇通客车,35.64,397691843.0,0.51,1.54,
688339,亿华通-U,26.29,120513409.0,2.35,1.54,
600458,时代新材,12.49,146500817.0,1.37,1.54,
002587,奥拓电子,7.27,157549018.5,4.09,1.54,
688077,大地熊,31.66,92112691.0,2.57,1.54,
301563,云汉芯城,174.58,430291920.59,16.9,1.54,
002528,*ST英飞,4.62,98747353.7,2.06,1.54,
600883,博闻科技,9.25,51810473.0,2.39,1.54,
300894,火星人,10.6,44699421.0,1.44,1.53,
000921,海信家电,24.61,293273413.54,1.3,1.53,
301539,宏鑫科技,19.21,29244436.0,2.05,1.53,
600156,XD华升股,11.93,600865327.0,12.53,1.53,
600622,光大嘉宝,2.66,58507632.0,1.47,1.53,
002627,三峡旅游,7.28,99052398.22,1.91,1.53,
002722,物产金轮,15.95,65597597.21,1.86,1.53,
688089,嘉必优,15.99,48624588.0,1.82,1.52,
300142,沃森生物,13.35,1045269383.12,4.95,1.52,
300257,开山股份,34.7,629277232.17,1.92,1.52,
600593,大连圣亚,34.1,104104706.0,2.38,1.52,
601965,中国汽研,15.99,122593866.0,0.77,1.52,
000793,*ST华闻,2.68,52790727.67,1.0,1.52,
605199,ST葫芦娃,6.68,17241076.0,0.65,1.52,
002716,湖南白银,12.68,2188543636.26,7.44,1.52,
601366,利群股份,4.03,43487096.0,1.13,1.51,
001311,多利科技,31.61,131000764.05,3.05,1.51,
300261,雅本化学,6.06,87247642.28,1.54,1.51,
920195,三祥科技,16.79,26519927.37,2.24,1.51,
688216,气派科技,32.95,119290868.0,3.43,1.51,
002381,双箭股份,6.73,35828021.65,1.67,1.51,
600159,大龙地产,3.36,86787789.0,3.11,1.51,
603590,康辰药业,35.62,128590233.0,2.29,1.51,
002620,*ST瑞和,10.1,184572594.64,5.9,1.51,
000818,航锦科技,18.82,2175440667.7,17.28,1.51,
002315,焦点科技,32.84,542917505.79,6.25,1.51,
688416,恒烁股份,113.5,597504782.0,6.43,1.5,
002607,中公教育,2.71,442107039.64,2.95,1.5,
688030,山石网科,16.93,56070218.0,1.82,1.5,
300622,博士眼镜,25.73,175988690.26,4.42,1.5,
300730,科创信息,13.57,104743511.0,3.73,1.5,
300289,利德曼,6.75,45086268.0,1.24,1.5,
600845,宝信软件,24.34,876716631.0,1.69,1.5,
002659,凯文教育,5.42,80247925.0,2.5,1.5,
300415,伊之密,25.28,357936095.61,3.11,1.49,
600727,鲁北化工,8.19,167969085.0,3.91,1.49,
301488,豪恩汽电,137.17,245551925.76,7.61,1.49,
600161,天坛生物,14.35,157411236.0,0.56,1.49,
002146,荣盛发展,1.36,125650762.0,2.36,1.49,
600071,凤凰光学,20.39,91284708.0,1.61,1.49,
920931,无锡鼎邦,12.23,6314764.79,1.8,1.49,
000701,厦门信达,6.15,81298948.24,1.98,1.49,
600738,丽尚国潮,4.79,47242496.0,1.3,1.48,
603063,禾望电气,51.5,1781113567.0,7.64,1.48,
301598,博科测试,65.94,38299708.0,3.32,1.48,
001206,依依股份,19.23,59324411.02,2.91,1.48,
002576,通达动力,19.25,174460485.28,5.63,1.48,
000571,新大洲A,5.48,93313654.86,2.11,1.48,
000536,华映科技,4.12,178727067.07,1.58,1.48,
600201,生物股份,15.09,468342699.0,2.79,1.48,
603316,诚邦股份,19.15,821139150.0,16.31,1.48,
300847,中船汉光,16.49,70179508.5,1.45,1.48,
000633,合金投资,6.87,56464358.0,2.15,1.48,
603757,大元泵业,54.95,831046015.0,8.18,1.48,
600838,上海九百,9.61,77484568.0,2.02,1.48,
301019,宁波色母,23.51,51251682.49,2.09,1.47,
688533,上声电子,27.6,54979229.0,1.22,1.47,
600547,山东黄金,36.5,3302842679.0,2.52,1.47,
600865,百大集团,11.75,104478663.0,2.37,1.47,
603666,亿嘉和,29.66,151306277.0,2.49,1.47,
002106,莱宝高科,11.04,133770183.0,1.74,1.47,
002850,科达利,206.0,1422833156.9,3.45,1.47,
920016,中草香料,17.25,11995603.68,2.04,1.47,
601608,中信重工,6.2,371377418.0,1.32,1.47,
001387,雪祺电气,14.54,55936827.7,3.4,1.47,
002681,奋达科技,5.52,220529004.05,2.56,1.47,
000409,云鼎科技,10.37,82804206.83,1.36,1.47,
603108,润达医疗,13.94,371148398.0,4.34,1.46,
601519,大智慧,11.14,383484541.0,1.74,1.46,
002277,友阿股份,6.26,128487412.58,1.48,1.46,
603530,神马电力,65.25,476519653.0,1.73,1.46,
688468,科美诊断,7.63,22340661.0,0.73,1.46,
001288,运机集团,28.5,115677188.84,2.67,1.46,
000663,永安林业,6.93,48464158.0,2.29,1.46,
603489,八方股份,38.79,249561165.0,2.75,1.46,
002566,益盛药业,8.36,62998660.0,3.25,1.46,
603238,诺邦股份,16.09,37612756.0,1.33,1.45,
300239,东宝生物,5.59,37570088.0,1.15,1.45,
920675,秉扬科技,9.8,15805208.81,2.05,1.45,
002881,美格智能,41.31,221643558.17,2.97,1.45,
605007,五洲特纸,16.13,79322481.0,1.23,1.45,
300055,万邦达,11.17,252590269.53,3.58,1.45,
600641,先导基电,28.63,1451034743.0,5.46,1.45,
002801,微光股份,33.62,97330828.2,2.51,1.45,
603350,安乃达,36.36,58628902.0,3.67,1.45,
600638,新黄浦,6.32,60290815.0,1.43,1.44,
300173,ST福能,4.24,49777936.76,1.61,1.44,
603382,海阳科技,26.7,24598990.0,2.55,1.44,
300774,倍杰特,17.66,174075695.63,5.11,1.44,
603180,金牌家居,19.05,18905455.0,0.65,1.44,
920008,成电光信,26.8,35531487.06,3.91,1.44,
601858,中国科传,25.28,369291233.0,1.83,1.44,
600128,苏豪弘业,10.58,44891150.0,1.73,1.44,
920174,五新隧装,40.87,93215545.6,4.17,1.44,
920106,林泰新材,56.91,53204586.76,2.15,1.44,
600725,云维股份,4.23,116982236.0,2.25,1.44,
600569,安阳钢铁,2.11,49337909.0,0.82,1.44,
001337,四川黄金,59.19,1126979602.56,4.49,1.44,
688611,杭州柯林,68.96,173559172.0,1.63,1.43,
301037,保立佳,16.97,44287317.45,3.85,1.43,
603309,维力医疗,14.2,82492882.0,2.0,1.43,
603013,亚普股份,21.33,141620146.0,1.31,1.43,
600961,株冶集团,29.88,2746720288.0,12.2,1.43,
300190,维尔利,4.26,120934555.44,3.04,1.43,
600650,锦江在线,12.76,50689573.0,1.02,1.43,
002530,金财互联,9.23,235677603.28,3.66,1.43,
603232,格尔软件,19.81,177371255.0,3.87,1.43,
300892,品渥食品,28.3,51342263.0,2.83,1.43,
688022,ST瀚川,10.62,240214563.0,12.95,1.43,
603276,恒兴新材,18.51,82204184.0,5.89,1.42,
301076,新瀚新材,41.3,385318674.14,8.51,1.42,
603565,中谷物流,11.39,149626530.0,0.63,1.42,
002535,林州重机,3.58,35472082.67,1.34,1.42,
300138,晨光生物,11.41,78853816.0,1.74,1.42,
600019,宝钢股份,6.41,577360673.0,0.42,1.42,
003041,真爱美家,64.3,542185341.8,6.11,1.42,
600038,中直股份,31.48,376476535.0,1.8,1.42,
301353,普莱得,30.19,36539954.6,3.82,1.41,
300183,东软载波,13.63,133771368.36,2.68,1.41,
002320,海峡股份,8.65,217974966.27,1.13,1.41,
920395,朗鸿科技,10.06,9491961.87,0.9,1.41,
002686,亿利达,7.89,271731696.0,6.63,1.41,
002088,鲁阳节能,10.07,27841936.82,0.55,1.41,
301192,泰祥股份,28.11,30151015.17,2.25,1.41,
688658,悦康药业,21.51,309280812.0,3.15,1.41,
600662,外服控股,5.05,73604839.0,0.64,1.41,
603686,福龙马,20.08,620543529.0,7.45,1.41,
920163,方大新材,12.91,11496699.52,1.49,1.41,
002687,乔治白,5.02,62913184.34,3.05,1.41,
603829,洛凯股份,29.43,193250377.0,3.54,1.41,
001223,欧克科技,59.0,68878139.8,2.36,1.41,
300489,光智科技,115.2,1370776031.98,8.51,1.41,
688328,深科达,58.59,562459154.0,10.29,1.4,
605060,联德股份,65.05,723962208.0,4.76,1.4,
300861,美畅股份,20.27,448674416.6,5.24,1.4,
601020,华钰矿业,30.35,1104856637.0,4.48,1.4,
300406,九强生物,13.08,76994554.75,1.39,1.4,
605288,凯迪股份,87.2,150189286.0,2.44,1.4,
688561,奇安信-U,31.18,401194799.0,1.86,1.4,
000903,ST云动,2.18,52400641.66,1.25,1.4,
001230,劲旅环境,28.24,71478262.02,3.23,1.4,
300906,日月明,36.98,79797636.25,3.04,1.4,
300756,金马游乐,53.74,183366653.53,2.63,1.4,
000897,津滨发展,2.17,84554281.6,2.42,1.4,
600495,晋西车轴,4.34,63541509.0,1.22,1.4,
301501,恒鑫生活,34.15,32424466.08,2.2,1.4,
001202,炬申股份,17.44,31277841.6,1.55,1.4,
603833,欧派家居,47.15,153416227.0,0.53,1.4,
603286,日盈电子,69.15,391927304.0,4.85,1.39,
002361,神剑股份,21.9,7547372004.78,41.63,1.39,
688386,泛亚微透,88.56,175777547.0,2.19,1.39,
301390,经纬股份,38.59,53658714.0,2.84,1.39,
920118,太湖远大,21.82,14428538.54,2.12,1.39,
603099,长白山,35.76,197910329.0,2.03,1.39,
002398,垒知集团,5.12,60944979.45,1.97,1.39,
002583,海能达,10.18,308143684.99,2.37,1.39,
000419,通程控股,5.83,40159395.0,1.27,1.39,
603210,泰鸿万立,16.79,76271586.0,1.96,1.39,
000159,国际实业,6.56,115290745.7,3.66,1.39,
301170,锡南科技,30.58,52040136.0,5.11,1.39,
600108,亚盛集团,4.42,314514079.0,3.64,1.38,
301078,孩子王,8.79,204388266.29,1.85,1.38,
300880,迦南智能,23.56,229955237.55,5.06,1.38,
688150,莱特光电,54.98,823849247.0,3.76,1.38,
301575,艾芬达,47.91,39848184.54,4.79,1.38,
920706,铁拓机械,24.25,78229132.32,6.85,1.38,
920082,方正阀门,15.42,12054128.33,1.98,1.38,
920718,合肥高科,13.21,15286385.0,2.73,1.38,
603839,安正时尚,8.07,28453600.0,0.92,1.38,
300600,国瑞科技,13.18,113549138.0,2.95,1.38,
300611,美力科技,25.74,160569747.92,4.22,1.38,
300314,戴维医疗,11.76,34672587.0,2.06,1.38,
688151,华强科技,20.76,41557520.0,0.58,1.37,
003003,天元股份,14.02,52629937.0,3.21,1.37,
002307,北新路桥,4.45,119468487.37,2.13,1.37,
603040,新坐标,82.11,232103519.0,2.09,1.37,
920942,恒立钻具,25.89,35526349.52,3.34,1.37,
688600,皖仪科技,30.23,88653261.0,2.18,1.37,
300399,天利科技,22.95,123403682.88,2.73,1.37,
600737,中粮糖业,15.54,581013156.0,1.75,1.37,
300789,唐源电气,23.7,44519267.0,2.22,1.37,
300439,美康生物,10.33,42349050.0,1.4,1.37,
000969,安泰科技,22.2,684866690.49,2.98,1.37,
688393,安必平,25.29,34586736.0,1.46,1.36,
301279,金道科技,24.68,93872144.18,2.91,1.36,
603877,太平鸟,14.16,17817888.0,0.27,1.36,
600575,淮河能源,3.73,408464030.0,2.79,1.36,
300702,天宇股份,20.89,87052992.2,1.98,1.36,
002148,北纬科技,8.19,94586540.0,2.58,1.36,
002395,双象股份,20.15,168341977.35,3.13,1.36,
300083,创世纪,10.41,2254927664.76,14.5,1.36,
301107,瑜欣电子,28.27,47246721.74,2.86,1.36,
600097,开创国际,10.52,30741950.0,1.22,1.35,
000069,华侨城Ａ,2.26,118594817.76,0.76,1.35,
600843,上工申贝,9.04,83127643.0,1.97,1.35,
001318,阳光乳业,13.5,33391528.0,0.88,1.35,
920781,瑞奇智造,7.53,15135378.03,1.97,1.35,
600803,新奥股份,20.28,166409538.0,0.27,1.35,
300978,东箭科技,11.24,49593436.83,1.55,1.35,
001330,博纳影业,9.01,869268441.37,8.27,1.35,
000532,华金资本,12.79,100919593.75,2.32,1.35,
300163,先锋新材,4.49,69340436.75,3.42,1.35,
600697,欧亚集团,12.72,37997127.0,1.93,1.35,
301229,纽泰格,18.13,66392579.22,2.85,1.34,
600640,国脉文化,12.88,108725683.0,1.06,1.34,
601956,东贝集团,6.05,44416815.0,1.19,1.34,
300515,三德科技,17.34,64413991.8,1.86,1.34,
300917,特发服务,34.69,193214060.72,3.31,1.34,
603301,振德医疗,94.76,148049069.0,0.6,1.34,
920735,德源药业,28.82,51032814.95,1.56,1.34,
600255,鑫科材料,3.78,221828794.0,3.27,1.34,
603536,惠发食品,10.55,37494650.0,1.48,1.34,
688626,翔宇医疗,62.0,130371741.0,1.32,1.34,
002172,澳洋健康,3.81,54961530.0,1.9,1.33,
600833,第一医药,12.17,42464311.0,1.57,1.33,
300371,汇中股份,13.7,36186548.2,1.9,1.33,
600848,上海临港,9.14,125218121.0,0.57,1.33,
603151,邦基科技,15.98,35446479.0,1.31,1.33,
603768,常青股份,12.2,39920358.0,1.38,1.33,
002928,华夏航空,8.39,329883036.03,3.1,1.33,
688056,莱伯泰科,36.66,35055582.0,1.43,1.33,
002543,万和电气,8.41,36974661.43,0.67,1.33,
300904,威力传动,62.37,69619566.2,5.16,1.33,
601598,中国外运,6.08,94960663.0,0.3,1.33,
301318,维海德,25.82,34984100.31,1.54,1.33,
301533,威马农机,33.44,32231393.34,3.4,1.33,
600150,中国船舶,41.15,5485577000.0,1.78,1.33,
301036,双乐股份,28.93,27084208.5,1.34,1.33,
600052,东望时代,4.6,242231180.0,6.21,1.32,
002510,天汽模,6.92,171667805.18,2.48,1.32,
605128,上海沿浦,34.66,114362952.0,1.57,1.32,
603579,荣泰健康,23.0,156689726.0,3.41,1.32,
002291,遥望科技,6.91,295724397.84,4.93,1.32,
603920,世运电路,59.81,2467335107.0,5.77,1.32,
000788,北大医药,6.2,154493755.0,4.19,1.31,
301508,中机认检,30.18,43876703.0,2.49,1.31,
603216,梦天家居,30.22,236414401.0,3.44,1.31,
603696,安记食品,16.22,85342687.0,2.25,1.31,
000014,沙河股份,13.11,86910886.4,2.74,1.31,
301357,北方长龙,111.19,267725206.94,2.55,1.31,
300101,振芯科技,21.58,408326805.41,3.38,1.31,
002809,红墙股份,10.81,71892770.47,3.93,1.31,
301589,诺瓦星云,177.8,120641744.15,1.98,1.31,
002017,东信和平,20.18,285537221.87,2.45,1.31,
