symbol,name,last_price,turnover_amount,turnover_rate,pct_change,amplitude
920270,天铭科技,20.64,190798318.85,12.04,29.97,
920438,戈碧迦,70.1,1170756205.06,13.04,22.55,
301028,鼎熔岩,17.75,610451172.02,14.83,20.01,
300488,恒锋工具,41.56,969911213.43,15.23,20.01,
688260,昀冢科技,45.72,676818397.0,12.74,20.0,
300283,温州宏丰,16.98,1681326530.7,29.53,20.0,
301183,东田微,240.4,2910978362.98,23.27,20.0,
688818,电科蓝天,85.64,3633912593.0,33.96,19.99,
300258,精锻科技,14.06,1018624052.25,13.55,19.97,
300716,*ST泉为,15.4,185474936.49,8.04,17.83,
301369,联动科技,215.88,581364271.88,7.6,17.76,
920036,觅睿科技,51.85,309003551.54,45.65,17.18,
301666,大普微-UW,504.81,4712132982.1,37.71,16.78,
300736,百邦科技,33.47,865404343.14,21.26,16.01,
301030,*ST仕净,11.13,267309581.25,12.92,15.34,
688033,*ST天宜,7.93,200373644.0,4.79,14.93,
688523,航天环宇,82.89,1468586882.0,19.24,14.89,
688655,迅捷兴,53.34,1362124110.0,18.99,14.71,
688017,绿的谐波,262.99,4189243596.0,8.99,14.11,
301387,光大同创,83.68,766364234.25,22.51,13.96,
688096,京源环保,9.66,401560808.0,17.51,13.92,
300106,西部牧业,14.03,450240071.79,15.93,13.42,
300819,聚杰微纤,80.05,1322200659.46,12.46,13.27,
300247,融捷健康,4.78,307031711.81,8.39,13.27,
301696,三瑞智能,128.22,1890565683.74,51.72,13.12,
688693,锴威特,107.46,967304676.0,24.05,12.64,
300839,博汇股份,17.34,491169290.88,9.99,12.6,
688449,联芸科技,66.67,1916875372.0,10.37,12.47,
688001,华兴源创,63.9,1521121792.0,5.42,12.38,
920002,万达轴承,97.99,337378918.81,10.99,12.12,
300840,酷特智能,24.51,1355777026.42,30.74,12.12,
920028,新恒泰,18.9,275908933.46,23.71,11.97,
300671,富满微,53.8,1629833368.39,14.41,11.76,
688048,长光华芯,438.88,7515565742.0,10.22,11.71,
920078,族兴新材,32.6,305217239.45,46.76,11.61,
688511,天微电子,24.1,216619939.0,6.86,11.57,
688783,西安奕材-U,30.66,1398402932.0,25.43,11.29,
300834,星辉环材,45.48,463878646.78,5.39,10.9,
300095,华伍股份,11.05,547394627.32,15.91,10.72,
301111,粤万年青,22.56,496048275.87,13.96,10.43,
920571,国航远洋,12.42,561167802.61,16.37,10.4,
000839,国安股份,3.36,171910710.72,1.31,10.16,
300983,尤安设计,41.15,177215596.12,2.95,10.14,
600076,康欣新材,3.6,117325121.0,2.47,10.09,
600724,宁波富达,8.09,145004087.0,1.26,10.07,
603028,赛福天,9.63,197690322.0,7.52,10.06,
600222,太龙药业,7.44,352909187.0,8.51,10.06,
002642,荣联科技,9.08,476273239.95,8.08,10.06,
000720,新能泰山,5.69,1683806956.47,24.08,10.06,
600984,建设机械,4.71,307213593.0,5.44,10.05,
600480,凌云股份,11.61,711667943.0,5.23,10.05,
603278,大业股份,14.91,867555225.0,18.04,10.04,
600748,上实发展,5.48,225963819.0,2.3,10.04,
002798,帝欧水华,8.44,211129889.76,5.4,10.04,
603878,武进不锈,8.55,281823499.0,6.2,10.04,
605169,洪通燃气,13.04,140952814.0,3.95,10.04,
600683,京投发展,17.23,600199715.0,4.76,10.03,
000678,襄阳轴承,13.49,770884961.98,12.68,10.03,
600589,大位科技,12.51,4296947897.0,24.26,10.03,
600992,贵绳股份,12.51,163275347.0,5.51,10.03,
000782,恒申新材,8.23,158530325.28,3.72,10.03,
002624,完美世界,17.55,672408448.15,2.1,10.03,
002474,榕基软件,8.34,287810439.67,6.7,10.03,
603012,创力集团,9.55,465017237.0,7.8,10.02,
002965,祥鑫科技,34.93,605434171.45,9.31,10.02,
600130,波导股份,6.15,361143033.0,7.96,10.02,
603937,丽岛新材,18.88,707745284.0,19.19,10.02,
002629,仁智股份,6.92,418462080.32,16.97,10.02,
605566,福莱蒽特,34.73,152877795.0,3.39,10.01,
600855,航天长峰,20.55,670369002.0,7.16,10.01,
600783,鲁信创投,24.84,751733979.0,4.16,10.01,
000710,贝瑞基因,10.99,231731182.81,6.57,10.01,
002866,传艺科技,29.34,1125287204.13,21.35,10.01,
002865,钧达股份,96.53,2869644187.75,13.9,10.01,
603400,华之杰,83.0,291901661.0,18.24,10.01,
603373,安邦护卫,43.95,176174527.0,9.13,10.01,
000547,航天发展,27.59,6484442306.11,15.49,10.01,
002930,宏川智慧,16.04,317624162.48,4.68,10.01,
603667,五洲新春,78.17,2887365873.0,10.42,10.01,
600343,航天动力,38.48,2541415764.0,10.75,10.01,
002491,通鼎互联,20.66,2361947009.1,9.8,10.01,
002902,铭普光磁,36.18,733036375.23,11.91,10.0,
002256,兆新股份,5.28,1295413859.76,12.67,10.0,
603636,南威软件,11.11,175468140.0,2.72,10.0,
002655,共达电声,39.39,1687022110.61,12.07,10.0,
600234,科新发展,28.61,234963449.0,3.3,10.0,
002281,光迅科技,180.72,13761705212.05,10.54,10.0,
002317,众生药业,22.54,920665826.67,5.36,10.0,
002979,雷赛智能,49.51,1596634382.55,14.7,10.0,
603459,红板科技,81.05,1468364071.0,23.42,10.0,
002132,恒星科技,5.72,1056642739.01,13.65,10.0,
002222,福晶科技,108.24,5746127488.75,12.28,10.0,
002929,润建股份,78.23,1662450145.03,10.05,10.0,
600936,北投科技,5.17,381400083.0,4.48,10.0,
000659,珠海中富,4.4,260414679.6,4.75,10.0,
001267,汇绿生态,62.38,3465528735.36,9.56,10.0,
605189,富春染织,18.15,265244894.0,7.91,10.0,
605289,罗曼股份,166.1,490440648.0,2.8,10.0,
605055,迎丰股份,13.64,264370469.0,4.57,10.0,
002580,圣阳股份,32.9,2778576643.84,18.98,10.0,
003036,泰坦股份,41.91,205061562.59,2.31,10.0,
002009,天奇股份,26.96,1332701912.94,14.49,10.0,
603618,杭电股份,37.62,3538433880.0,13.92,10.0,
600498,烽火通信,57.0,7638836414.0,11.0,10.0,
603311,金海高科,23.1,353061450.0,6.54,10.0,
002536,飞龙股份,43.34,2071180806.61,9.07,10.0,
002091,江苏国泰,9.79,785091423.8,5.1,10.0,
600391,航发科技,42.57,1180627651.0,8.69,10.0,
603045,福达合金,62.14,103619693.0,1.23,10.0,
600536,中国软件,43.45,1461886850.0,4.11,10.0,
605358,立昂微,49.98,2957602051.0,9.14,9.99,
605006,山东玻纤,14.87,468788085.0,5.46,9.99,
603738,泰晶科技,47.01,930097985.0,5.15,9.99,
001333,光华股份,25.77,129072860.0,12.0,9.99,
600078,澄星股份,14.75,1197822135.0,12.45,9.99,
002997,瑞鹄模具,33.7,333218190.8,4.88,9.99,
605086,龙高股份,35.57,102232150.0,1.64,9.99,
600345,长江通信,57.45,1249902796.0,10.93,9.99,
002259,升达林业,5.84,416414712.65,9.75,9.98,
600545,卓郎智能,5.51,857404720.0,8.88,9.98,
002918,蒙娜丽莎,11.57,168098547.27,7.13,9.98,
000582,北部湾港,13.67,1369663229.42,4.69,9.98,
603758,秦安股份,13.44,157156473.0,2.75,9.98,
002552,宝鼎科技,27.65,306876650.87,3.09,9.98,
600530,交大昂立,5.95,160222693.0,3.62,9.98,
002031,巨轮智能,7.06,1554179126.51,11.86,9.97,
000036,华联控股,6.07,590979073.61,7.03,9.96,
000863,三湘印象,5.63,261551672.97,4.07,9.96,
002397,梦洁股份,5.52,196668265.73,5.59,9.96,
002520,日发精机,6.75,532216194.64,11.32,9.93,
002030,达安基因,6.64,518340589.46,5.68,9.93,
601991,大唐发电,5.54,6675181861.0,9.81,9.92,
300755,华致酒行,15.15,257463562.34,4.19,9.7,
300129,泰胜风能,12.73,995118921.83,11.21,9.55,
300864,南大环境,24.85,201738361.51,5.24,9.47,
920510,丰光精密,17.8,124689966.68,7.76,9.4,
688282,理工导航,96.2,446275549.0,5.39,9.28,
688182,灿勤科技,33.46,502259396.0,3.9,9.2,
300599,雄塑科技,13.46,446619816.72,17.68,9.16,
920156,海昌智能,59.53,389316199.62,30.33,9.13,
300905,宝丽迪,69.81,1793206351.84,18.79,9.13,
920533,骏创科技,26.18,226667094.43,11.82,9.08,
300321,同大股份,43.92,208164961.2,5.52,8.93,
300049,福瑞医科,55.95,835041002.12,6.46,8.85,
301000,肇民科技,35.86,1069175077.25,13.14,8.73,
920100,三协电机,56.26,217682941.2,19.97,8.71,
688307,中润光学,107.3,704603492.0,7.79,8.69,
002008,大族激光,122.06,7578388915.56,6.79,8.58,
301595,太力科技,49.67,226342233.4,19.42,8.57,
300901,中胤时尚,18.25,164513773.22,3.81,8.5,
603010,万盛股份,15.0,484810480.0,5.8,8.46,
300946,恒而达,54.18,365241370.48,8.96,8.43,
003001,中岩大地,19.33,248914994.93,12.21,8.29,
605598,上海港湾,58.68,1016181021.0,7.25,8.27,
300594,ST朗进,20.58,120229085.2,6.54,8.2,
688456,有研粉材,77.95,590668055.0,7.5,8.17,
300849,锦盛新材,25.53,139276567.48,5.0,8.13,
603418,友升股份,60.2,488582410.0,20.17,8.12,
300561,*ST汇科,18.39,239296494.61,5.53,8.05,
300570,太辰光,162.1,6674421967.32,21.74,8.03,
301261,恒工精密,96.57,910769004.78,25.71,8.02,
002244,滨江集团,10.8,749335347.26,2.58,8.0,
603637,镇海股份,18.53,304570614.0,7.06,7.98,
002213,大为股份,43.15,1948631894.86,22.45,7.98,
920663,明阳科技,17.18,57435287.68,5.31,7.98,
001278,一彬科技,23.63,148549967.0,7.55,7.95,
301207,华兰疫苗,21.19,435225488.63,3.47,7.95,
301603,乔锋智能,133.71,803400281.3,15.76,7.94,
688568,中科星图,66.8,1976973019.0,3.8,7.93,
688692,达梦数据,293.8,1303186910.0,6.12,7.8,
301089,拓新药业,29.91,244339866.11,9.25,7.78,
301680,固德电材,120.81,568610152.28,28.98,7.74,
300900,广联航空,48.3,2549131178.13,20.95,7.64,
301525,儒竞科技,78.3,335392973.07,8.75,7.64,
301328,维峰电子,70.05,301222468.79,3.92,7.64,
300790,宇瞳光学,33.46,1382628454.23,13.4,7.62,
920183,海菲曼,41.98,90540055.57,19.72,7.56,
301687,新广益,64.31,462501518.87,25.05,7.56,
688350,富淼科技,32.57,231332648.0,5.0,7.53,
301088,戎美股份,15.76,98121369.0,3.39,7.5,
300461,田中精机,59.24,818949564.08,9.66,7.44,
603915,国茂股份,17.65,372463068.0,3.28,7.43,
920180,爱得科技,16.43,89700539.05,15.48,7.39,
301319,唯特偶,94.67,1049440224.55,11.77,7.38,
603950,长源东谷,68.5,1187332973.0,5.57,7.37,
300518,新迅达,29.71,767424729.55,13.54,7.33,
002428,云南锗业,86.07,9698851965.85,17.29,7.32,
605222,起帆电缆,37.88,949360507.0,6.29,7.31,
301629,矽电股份,351.0,1339518262.85,20.16,7.2,
688076,ST诺泰,32.1,215478883.0,2.16,7.18,
301682,宏明电子,143.82,786238399.33,21.68,7.17,
300507,苏奥传感,8.82,420299414.52,6.25,7.17,
688203,海正生材,14.54,123066250.0,4.31,7.15,
603608,天创时尚,13.68,384306418.0,6.84,7.13,
301413,安培龙,120.29,1030662056.7,14.75,7.13,
920953,国子软件,32.35,147394118.25,7.54,7.12,
688229,博睿数据,105.2,824158278.0,17.22,7.07,
600249,两面针,6.36,316794447.0,9.22,7.07,
000697,炼石航空,12.58,673247432.64,8.36,6.97,
000700,模塑科技,14.5,1934488705.34,14.69,6.93,
603037,凯众股份,14.68,180990367.0,4.7,6.92,
600743,华远控股,2.78,572179624.0,8.87,6.92,
688799,华纳药厂,61.99,432058638.0,5.35,6.88,
300052,中青宝,15.25,1301620367.38,31.46,6.87,
688807,优迅股份,400.15,1114746605.0,18.83,6.86,
688757,胜科纳米,31.68,557924003.0,9.86,6.85,
688178,万德斯,40.07,129419551.0,3.91,6.85,
688510,航亚科技,37.31,453296520.0,4.82,6.84,
920111,聚星科技,36.35,485631829.21,18.23,6.82,
300852,四会富仕,50.64,732326639.12,9.64,6.81,
001313,粤海饲料,9.59,396345616.3,6.01,6.79,
688545,兴福电子,63.0,1301252962.0,11.33,6.78,
300672,国科微,214.56,3563561431.52,8.02,6.75,
002943,宇晶股份,74.5,943231377.05,8.84,6.75,
300572,安车检测,34.59,728172329.16,11.89,6.73,
688485,九州一轨,63.99,674738040.0,12.38,6.72,
920578,巨能股份,20.49,65704567.04,13.89,6.72,
688820,盛合晶微,127.0,5969844225.0,28.29,6.72,
001331,胜通能源,49.99,314218534.4,3.27,6.7,
603293,埃泰克,55.25,529815165.0,27.95,6.68,
688418,震有科技,54.2,666651294.0,6.6,6.67,
301220,亚香股份,40.53,169647690.65,5.48,6.66,
300508,维宏股份,36.9,221859372.96,7.4,6.65,
300718,长盛轴承,79.01,1381946741.66,8.92,6.65,
300421,力星股份,27.25,928467010.13,15.07,6.65,
601882,海天精工,23.79,433048425.0,3.55,6.63,
603030,全筑股份,3.06,393084195.0,9.86,6.62,
600522,中天科技,40.9,12449499866.0,9.15,6.57,
301079,邵阳液压,47.16,817865230.39,22.96,6.55,
688781,视涯科技-UW,46.99,329514316.0,17.55,6.55,
603162,海通发展,18.11,645920877.0,13.0,6.53,
688061,灿瑞科技,39.15,136960177.0,3.12,6.5,
300955,嘉亨家化,43.63,322208723.52,7.31,6.44,
603289,泰瑞机器,12.4,398579429.0,11.14,6.44,
605111,新洁能,44.52,1697100307.0,9.46,6.43,
600118,中国卫星,114.18,9819450099.0,7.52,6.41,
300865,大宏立,33.0,182803446.91,9.9,6.38,
920873,中设咨询,9.84,198397091.28,16.38,6.38,
601003,柳钢股份,4.86,369764714.0,3.12,6.35,
300948,冠中生态,23.69,213198070.95,6.1,6.33,
688184,ST帕瓦,14.31,83428331.0,5.81,6.32,
300854,中兰环保,36.1,271023915.1,9.27,6.3,
920011,晨光电机,27.51,197483694.23,38.83,6.3,
000026,飞亚达,19.9,584846265.54,8.34,6.3,
301003,江苏博云,54.8,449064973.66,11.16,6.3,
920124,南特科技,16.59,99057233.58,7.89,6.28,
301115,联检科技,25.22,207537823.33,5.41,6.28,
920116,星图测控,112.12,637888202.01,3.8,6.27,
300828,锐新科技,24.8,365013935.98,17.93,6.26,
920055,隆源股份,37.55,146480431.32,25.87,6.25,
300345,华民股份,7.32,479469527.71,13.93,6.24,
603399,永杉锂业,23.99,3505720232.0,28.69,6.24,
002189,中光学,24.05,340965357.71,5.5,6.23,
300381,溢多利,7.37,168524278.0,4.78,6.2,
603331,百达精工,15.43,332009537.0,10.7,6.19,
003009,中天火箭,66.28,696250600.88,6.52,6.18,
920418,苏轴股份,26.45,163702954.5,3.99,6.18,
300845,捷安高科,14.99,282606764.97,13.39,6.16,
002800,天顺股份,18.18,167014910.2,6.33,6.13,
300476,胜宏科技,358.66,20050788654.77,6.47,6.09,
603353,和顺石油,52.31,670734022.0,7.69,6.08,
603773,沃格光电,72.75,2421611119.0,15.19,6.05,
600929,雪天盐业,7.2,386436451.0,3.3,6.04,
002827,高争民爆,33.21,383688616.52,4.21,6.0,
001312,福恩股份,25.51,373775151.9,25.99,5.98,
688811,有研复材,29.55,845254232.0,31.52,5.95,
300872,天阳科技,20.3,905586571.18,10.73,5.95,
300695,兆丰股份,70.76,236788137.99,3.31,5.94,
300469,信息发展,61.39,804717939.66,5.32,5.94,
601126,四方股份,64.2,2283679336.0,4.51,5.94,
300102,乾照光电,33.07,2893195957.41,9.72,5.93,
002489,浙江永强,3.75,392161912.62,5.63,5.93,
300270,中威电子,15.22,322764328.63,8.4,5.92,
002755,奥赛康,17.73,559118804.65,3.47,5.91,
603334,丰倍生物,50.76,129836406.0,8.27,5.9,
688816,易思维,68.7,187256776.0,14.42,5.89,
603629,利通电子,167.59,6150146182.0,14.52,5.88,
000801,四川九洲,14.04,479920960.64,3.42,5.88,
688102,斯瑞新材,46.55,1933655450.0,5.46,5.87,
603657,春光科技,33.0,187916694.0,4.27,5.87,
002396,星网锐捷,28.92,1240501901.86,7.49,5.86,
600751,海航科技,3.98,383760367.0,3.83,5.85,
002203,海亮股份,22.11,2043311927.87,4.28,5.84,
002075,沙钢股份,4.73,373447517.14,3.67,5.82,
603488,展鹏科技,13.14,495226668.0,13.22,5.8,
000738,航发控制,23.03,1230652682.03,4.14,5.79,
300301,ST长方,3.66,78362531.28,2.79,5.78,
688223,晶科能源,7.15,2208613881.0,3.06,5.77,
000791,甘肃能源,9.2,1386687938.02,7.68,5.75,
301055,张小泉,33.83,302537619.57,5.77,5.75,
601872,招商轮船,19.49,4585543912.0,2.97,5.75,
688127,蓝特光学,84.78,987334513.0,2.97,5.74,
601515,衢州东峰,4.79,380608606.0,4.23,5.74,
603960,克来机电,23.99,531281085.0,8.46,5.73,
000042,中洲控股,10.16,145493599.78,2.18,5.72,
603296,华勤技术,118.6,3020784340.0,4.49,5.72,
688109,品茗科技,101.96,184242502.0,2.34,5.71,
300920,润阳科技,42.19,99014594.41,3.61,5.69,
300863,卡倍亿,63.95,791525447.7,6.96,5.67,
603868,飞科电器,37.27,150844835.0,0.96,5.67,
600368,五洲交通,4.11,287783817.0,4.41,5.66,
600331,宏达股份,18.28,1505470122.0,4.17,5.66,
301046,能辉科技,25.62,213524350.91,6.55,5.65,
300159,*ST新研,3.74,201104974.63,3.02,5.65,
002683,广东宏大,40.36,898114927.05,3.4,5.65,
920821,则成电子,25.11,125789222.44,6.97,5.64,
688191,智洋创新,53.34,402831025.0,3.33,5.64,
603231,索宝蛋白,18.16,99549196.0,5.26,5.64,
603223,恒通股份,9.56,203666764.0,3.04,5.64,
603380,易德龙,39.22,216723496.0,3.51,5.6,
603298,杭叉集团,29.06,552939516.0,1.48,5.6,
688552,航天南湖,41.96,482615977.0,13.39,5.59,
301225,恒勃股份,118.99,450442616.14,12.73,5.57,
300639,凯普生物,6.45,248328749.78,6.11,5.56,
300302,同有科技,35.5,2497091003.15,19.4,5.56,
003031,中瓷电子,140.07,1997209085.07,4.23,5.55,
002134,天津普林,29.5,588641362.5,8.16,5.55,
002357,富临运业,12.36,215116713.0,5.59,5.55,
002664,信质集团,23.63,893507998.72,9.44,5.54,
002599,盛通股份,7.24,178939633.34,6.38,5.54,
688085,三友医疗,19.34,200249395.0,3.26,5.51,
600389,江山股份,28.95,396646146.0,3.22,5.5,
605068,明新旭腾,27.64,167551689.0,3.81,5.5,
688066,*ST航图,12.66,229260136.0,7.01,5.5,
605369,拱东医疗,22.5,156145067.0,3.19,5.49,
000626,远大控股,9.43,308003492.12,6.52,5.48,
920593,鼎智科技,30.22,216535987.4,4.45,5.44,
688432,有研硅,17.86,581844685.0,2.66,5.43,
600319,亚星化学,8.37,124577528.0,3.85,5.42,
002861,瀛通通讯,17.9,236003975.59,8.81,5.42,
300075,数字政通,14.53,499381027.94,6.68,5.37,
300536,农尚环境,11.18,296254638.0,9.05,5.37,
601026,道生天合,18.93,207551749.0,9.97,5.34,
603117,万林物流,5.14,163389569.0,5.33,5.33,
600790,轻纺城,4.94,429357706.0,6.01,5.33,
300516,久之洋,57.5,313936163.91,3.09,5.33,
603681,永冠新材,19.59,287948925.0,6.22,5.32,
300234,开尔新材,7.14,255742971.19,10.49,5.31,
600100,同方股份,8.73,832338497.0,2.92,5.31,
600879,航天电子,26.65,8013310562.0,9.29,5.29,
301066,万事利,16.31,232903543.76,6.19,5.29,
920576,天力复合,79.96,456378531.5,5.44,5.28,
603007,花王股份,6.58,590124740.0,12.71,5.28,
600221,海航控股,1.6,2245094618.0,3.31,5.26,
688712,北芯生命,45.22,329011318.0,19.89,5.26,
300342,天银机电,68.4,5213912125.04,18.98,5.25,
301368,丰立智能,54.53,298944197.59,8.62,5.25,
300027,ST华谊,2.01,296766228.77,5.81,5.24,
601698,中国卫通,39.8,5416600853.0,3.29,5.21,
301005,超捷股份,196.83,2568038668.46,9.96,5.21,
603392,万泰生物,42.79,498406029.0,0.92,5.21,
002669,康达新材,14.35,352178542.6,8.2,5.21,
300858,科拓生物,18.83,471187595.27,12.97,5.2,
003027,同兴科技,26.08,312912536.33,11.45,5.2,
603341,龙旗科技,39.44,849409741.0,8.12,5.2,
301213,观想科技,78.43,291183376.81,7.32,5.19,
688387,信科移动-U,21.77,2174718207.0,5.05,5.17,
920080,奥美森,26.06,36145501.34,6.15,5.17,
301395,仁信新材,15.7,151302314.96,7.71,5.16,
300044,*ST赛为,6.52,234253047.25,5.11,5.16,
603665,康隆达,30.76,173870076.0,3.54,5.16,
688309,恒誉环保,79.8,196243245.0,3.17,5.15,
603257,中国瑞林,66.14,251478509.0,15.56,5.15,
600336,澳柯玛,8.18,176643851.0,2.75,5.14,
600207,安彩高科,6.55,653102114.0,9.34,5.14,
301613,新铝时代,49.8,195982600.33,4.79,5.13,
688581,安杰思,63.38,99910292.0,3.9,5.11,
002976,瑞玛精密,32.7,187014185.6,8.77,5.11,
300349,金卡智能,14.2,283219281.05,5.5,5.11,
000016,*ST康佳A,3.09,262523324.55,5.39,5.1,
600826,兰生股份,10.1,208546596.0,2.83,5.1,
600105,永鼎股份,49.94,10137886394.0,14.28,5.09,
603916,苏博特,12.59,278759957.0,5.31,5.09,
002048,宁波华翔,30.4,1208790544.19,5.69,5.08,
000911,*ST广糖,5.79,75588681.58,3.29,5.08,
002183,怡 亚 通,6.83,2963012005.74,16.96,5.08,
000545,金浦钛业,3.11,307741401.29,10.13,5.07,
600228,*ST返利,6.65,54465952.0,1.99,5.06,
920857,泓禧科技,19.74,32596996.91,2.27,5.06,
000826,*ST启环,2.08,156217504.04,5.33,5.05,
600381,*ST春天,4.16,113007495.0,4.66,5.05,
688279,峰岹科技,215.26,533973954.0,2.68,5.05,
002429,兆驰股份,12.69,2558535237.67,4.54,5.05,
002693,*ST双成,9.58,149793292.6,3.88,5.04,
603031,安孚科技,48.98,1347267748.0,8.99,5.04,
603189,*ST网达,12.29,72497479.0,2.23,5.04,
603843,*ST正平,9.4,383028327.0,6.16,5.03,
605336,*ST帅电,18.18,65793953.0,2.0,5.03,
301199,迈赫股份,23.2,155574802.98,9.43,5.02,
301288,*ST清研,18.63,20929690.0,1.47,5.02,
002207,*ST准油,7.95,106860531.4,5.22,5.02,
003004,*ST声迅,38.33,4442447.0,0.17,5.01,
600892,*ST大晟,3.98,52771600.0,2.41,5.01,
002289,*ST宇顺,42.33,399347694.18,3.6,5.01,
003032,*ST传智,7.12,63326381.0,3.19,5.01,
002569,*ST步森,15.11,65600701.0,3.15,5.0,
688028,沃尔德,133.35,1092827315.0,5.45,5.0,
603580,*ST艾艾,24.55,15245816.0,0.48,5.0,
002211,ST宏达,3.79,42637016.5,2.64,4.99,
603869,ST智知,10.74,24498719.0,0.47,4.99,
002519,银河电子,8.84,1694221453.91,17.33,4.99,
603959,ST百利,4.84,76359232.0,3.26,4.99,
600476,*ST湘邮,12.64,75693260.0,3.77,4.98,
000668,*ST荣控,18.34,13217805.26,0.49,4.98,
002199,*ST东晶,12.02,94595318.32,3.46,4.98,
600337,ST美克,2.74,140703956.0,3.65,4.98,
002691,*ST冀凯,5.28,54104034.25,3.1,4.97,
600761,安徽合力,19.27,756292779.0,4.44,4.96,
600734,*ST实达,2.12,135581801.0,2.99,4.95,
002522,浙江众成,6.99,689352206.09,11.12,4.95,
688375,国博电子,133.39,1201180665.0,1.54,4.95,
600730,*ST高科,10.38,317811419.0,5.23,4.95,
920351,华光源海,18.03,65280697.78,9.1,4.95,
603194,中力股份,37.15,167784310.0,2.87,4.94,
300553,集智股份,55.93,508581032.86,10.91,4.93,
688448,磁谷科技,72.99,167928818.0,3.24,4.93,
000909,*ST数源,4.69,84885508.72,4.19,4.92,
603828,*ST利达,5.54,70060873.0,2.14,4.92,
301371,敷尔佳,31.81,199002336.78,8.09,4.88,
688584,上海合晶,26.1,760011874.0,8.6,4.86,
300809,华辰装备,35.46,385950927.0,7.31,4.85,
603709,中源家居,19.89,138672568.0,5.69,4.85,
600988,赤峰黄金,44.4,2990189106.0,4.15,4.82,
001279,强邦新材,32.15,90229989.73,7.08,4.79,
002040,南 京 港,10.71,363483855.13,7.06,4.79,
301499,维科精密,38.14,285959268.92,21.83,4.78,
688306,均普智能,10.09,254008219.0,2.06,4.78,
301196,唯科科技,125.0,718898549.64,7.09,4.78,
688315,诺禾致源,15.12,105899198.0,1.71,4.78,
000070,特发信息,21.07,3327161388.59,18.1,4.77,
300076,*ST宁视,4.83,104788942.32,5.17,4.77,
301234,五洲医疗,42.48,94198502.0,5.57,4.76,
601799,星宇股份,137.96,1140450081.0,2.91,4.75,
603119,浙江荣泰,92.62,3133382062.0,16.65,4.75,
301312,智立方,127.26,1202496953.42,16.28,4.74,
002490,山东墨龙,10.18,977741382.46,17.76,4.73,
600223,福瑞达,6.86,113217068.0,1.65,4.73,
688160,步科股份,122.31,674356532.0,6.07,4.72,
301683,慧谷新材,143.03,493853123.99,24.49,4.72,
920168,通宝光电,21.78,51014503.93,8.41,4.71,
002350,北京科锐,16.7,944626667.42,10.8,4.7,
688585,上纬新材,135.41,1017878016.0,1.86,4.68,
002334,英威腾,8.32,463637969.47,7.67,4.65,
300581,晨曦航空,13.5,293093086.26,3.99,4.65,
301517,陕西华达,73.88,946720024.61,13.27,4.65,
688298,东方生物,25.25,224547924.0,4.43,4.64,
002214,*ST大立,19.16,168652072.6,1.87,4.64,
301188,力诺药包,27.5,693758432.76,9.37,4.64,
300939,秋田微,42.69,332033480.04,6.61,4.63,
301105,鸿铭股份,60.87,74156935.97,7.49,4.62,
603982,泉峰汽车,7.92,122588159.0,4.58,4.62,
920046,亿能电力,29.65,368918084.7,22.33,4.62,
603355,莱克电气,34.25,142738861.0,0.74,4.61,
001396,誉帆科技,50.71,153021659.03,13.77,4.6,
002913,奥士康,58.45,561867768.31,3.22,4.6,
603001,奥康国际,9.79,166377245.0,4.29,4.59,
000997,新 大 陆,21.64,942314080.37,4.31,4.59,
002401,中远海科,15.31,222796949.6,3.94,4.58,
920690,捷众科技,28.23,60101509.17,4.97,4.56,
300354,东华测试,39.22,228028038.15,7.21,4.53,
002472,双环传动,42.45,1783196198.93,5.68,4.53,
601615,明阳智能,16.66,2100255785.0,5.71,4.52,
600776,东方通信,18.51,1441929687.0,8.24,4.52,
300780,德恩精工,29.12,445404912.0,14.7,4.52,
301398,星源卓镁,47.48,152543258.3,8.75,4.51,
688562,航天软件,19.92,177994785.0,5.21,4.51,
920177,恒道科技,36.68,147039039.4,34.29,4.5,
920145,恒合股份,15.08,21010997.55,2.9,4.5,
300403,汉宇集团,11.87,265197518.8,5.26,4.49,
301027,华蓝集团,25.58,208562875.53,6.84,4.49,
600358,国旅联合,6.3,151921388.0,4.83,4.48,
920693,阿为特,32.55,77663796.29,6.59,4.46,
301323,新莱福,72.84,304234809.2,6.2,4.46,
600610,中毅达,10.8,1110438395.0,14.45,4.45,
301479,弘景光电,131.48,573112267.56,8.53,4.43,
300943,春晖智控,32.75,574147982.26,13.26,4.43,
688201,ST信安,8.73,101164915.0,3.86,4.43,
002677,浙江美大,8.25,128366122.05,2.84,4.43,
000977,浪潮信息,76.48,9551252051.65,8.53,4.42,
000711,ST京蓝,5.67,1026059158.02,7.73,4.42,
300540,蜀道装备,31.69,869069410.86,13.47,4.42,
300668,杰恩股份,66.0,407477776.5,6.21,4.4,
300303,聚飞光电,10.67,1770365146.88,12.68,4.4,
300592,华凯易佰,14.51,208118883.8,4.19,4.39,
600119,*ST长投,6.44,58478994.0,2.53,4.38,
301056,森赫股份,14.56,58256917.76,2.32,4.37,
600501,航天晨光,24.92,422624027.0,4.04,4.36,
300676,华大基因,43.08,689531621.68,3.82,4.36,
688313,仕佳光子,176.6,6004544130.0,7.74,4.36,
603919,金徽酒,18.42,199319098.0,2.15,4.36,
002164,宁波东力,13.65,381847592.77,5.92,4.36,
002676,顺威股份,8.15,502680335.0,8.72,4.35,
300952,恒辉安防,37.25,298540439.2,7.58,4.34,
